mode,overall,alpha,lam,lr,best_auc,test_loss,test_acc,test_auc
Weighted cosine,False,0.010000,30000,0.001000,0.692861,0.692061,0.500700,0.701177
Unweighted cosine,True,0.010000,300,0.001000,0.832916,0.512583,0.754300,0.839931
Weighted cosine,True,0.010000,300,0.001000,0.840656,0.497756,0.763000,0.844964
Unweighted cosine,True,0.010000,1000,0.001000,0.833521,0.531107,0.742000,0.838194
Weighted cosine,True,0.010000,1000,0.001000,0.833288,0.509478,0.759000,0.842747
Unweighted cosine,True,0.010000,3000,0.001000,0.731577,0.619151,0.660400,0.741701
Weighted cosine,True,0.010000,3000,0.001000,0.829279,0.524610,0.747400,0.841615
Unweighted cosine,True,0.010000,10000,0.001000,0.680162,0.675774,0.553400,0.680436
Weighted cosine,True,0.010000,10000,0.001000,0.834763,0.514713,0.755200,0.843407
Unweighted cosine,True,0.010000,30000,0.001000,0.626738,0.695907,0.495100,0.634446
Weighted cosine,True,0.010000,30000,0.001000,0.763244,0.584737,0.691100,0.771131
Unweighted cosine,False,0.010000,300,0.001000,0.821549,0.545627,0.738000,0.828484
Weighted cosine,False,0.010000,300,0.001000,0.836874,0.514277,0.754600,0.846680
Unweighted cosine,False,0.010000,1000,0.001000,0.831255,0.524611,0.748600,0.842584
Weighted cosine,False,0.010000,1000,0.001000,0.835378,0.518969,0.755600,0.844346
Unweighted cosine,False,0.010000,3000,0.001000,0.809590,0.583550,0.709900,0.812029
Weighted cosine,False,0.010000,3000,0.001000,0.825312,0.542729,0.739300,0.833932
Unweighted cosine,False,0.010000,10000,0.001000,0.657157,0.691680,0.518800,0.655703
Weighted cosine,False,0.010000,10000,0.001000,0.813265,0.545960,0.733000,0.816674
Unweighted cosine,False,0.010000,30000,0.001000,0.741980,0.626392,0.649000,0.741031
Weighted cosine,False,0.010000,30000,0.001000,0.612330,0.700090,0.495600,0.605934
Unweighted cosine,True,0.010000,300,0.001000,0.835433,0.528777,0.754100,0.842594
Weighted cosine,True,0.010000,300,0.001000,0.837325,0.502786,0.757400,0.845456
Unweighted cosine,True,0.010000,1000,0.001000,0.834509,0.509682,0.755100,0.840803
Weighted cosine,True,0.010000,1000,0.001000,0.837548,0.516804,0.754400,0.845254
Unweighted cosine,True,0.010000,3000,0.001000,0.782191,0.598372,0.681400,0.785953
Weighted cosine,True,0.010000,3000,0.001000,0.830527,0.531600,0.747200,0.841028
Unweighted cosine,True,0.010000,10000,0.001000,0.693345,0.694755,0.495100,0.689392
Weighted cosine,True,0.010000,10000,0.001000,0.831287,0.510925,0.750400,0.840578
Unweighted cosine,True,0.010000,30000,0.001000,0.660441,0.692655,0.495100,0.654402
Weighted cosine,True,0.010000,30000,0.001000,0.682564,0.691488,0.501100,0.698006
Unweighted cosine,False,0.010000,300,0.001000,0.830261,0.516077,0.752000,0.836252
Weighted cosine,False,0.010000,300,0.001000,0.833448,0.521278,0.748300,0.842216
Unweighted cosine,False,0.010000,1000,0.001000,0.831375,0.521176,0.751900,0.835893
Weighted cosine,False,0.010000,1000,0.001000,0.829164,0.530256,0.743100,0.836942
Unweighted cosine,False,0.010000,3000,0.001000,0.817349,0.531032,0.738300,0.821225
Weighted cosine,False,0.010000,3000,0.001000,0.831469,0.530062,0.743300,0.837406
Unweighted cosine,False,0.010000,10000,0.001000,0.831159,0.551728,0.740000,0.837240
Weighted cosine,False,0.010000,10000,0.001000,0.819851,0.544281,0.733600,0.827206
Unweighted cosine,False,0.010000,30000,0.001000,0.723398,0.621016,0.655500,0.718886
Weighted cosine,False,0.010000,30000,0.001000,0.817533,0.527182,0.742300,0.826231
Unweighted cosine,True,0.010000,300,0.001000,0.835903,0.512584,0.759000,0.845538
Weighted cosine,True,0.010000,300,0.001000,0.836290,0.517986,0.755000,0.844889
Unweighted cosine,True,0.010000,1000,0.001000,0.829926,0.526782,0.751100,0.836786
Weighted cosine,True,0.010000,1000,0.001000,0.836859,0.504287,0.762500,0.845213
Unweighted cosine,True,0.010000,3000,0.001000,0.744392,0.617325,0.656600,0.742817
Weighted cosine,True,0.010000,3000,0.001000,0.838159,0.512198,0.757900,0.846487
Unweighted cosine,True,0.010000,10000,0.001000,0.658164,0.695264,0.495100,0.666398
Weighted cosine,True,0.010000,10000,0.001000,0.832939,0.520607,0.748700,0.837015
Unweighted cosine,True,0.010000,30000,0.001000,0.661329,0.692704,0.495100,0.676628
Weighted cosine,True,0.010000,30000,0.001000,0.825976,0.526693,0.748400,0.832412
Unweighted cosine,False,0.010000,300,0.001000,0.836377,0.516884,0.754300,0.845321
Weighted cosine,False,0.010000,300,0.001000,0.838650,0.514632,0.752900,0.845207
Unweighted cosine,False,0.010000,1000,0.001000,0.836204,0.515481,0.753200,0.845598
Weighted cosine,False,0.010000,1000,0.001000,0.834741,0.506518,0.761300,0.843928
Unweighted cosine,False,0.010000,3000,0.001000,0.829745,0.524087,0.750800,0.836273
Weighted cosine,False,0.010000,3000,0.001000,0.834379,0.520633,0.752600,0.843299
Unweighted cosine,False,0.010000,10000,0.001000,0.831760,0.522766,0.749000,0.840122
Weighted cosine,False,0.010000,10000,0.001000,0.726155,0.635533,0.643800,0.732796
Unweighted cosine,False,0.010000,30000,0.001000,0.658914,0.651770,0.615000,0.667307
Weighted cosine,False,0.010000,30000,0.001000,0.737582,0.625229,0.656000,0.742069
Unweighted cosine,True,0.010000,300,0.001000,0.835539,0.494122,0.764400,0.846163
Weighted cosine,True,0.010000,300,0.001000,0.839342,0.499164,0.763000,0.844863
Unweighted cosine,True,0.010000,1000,0.001000,0.824810,0.518833,0.750200,0.829836
Weighted cosine,True,0.010000,1000,0.001000,0.835239,0.530950,0.747500,0.844138
Unweighted cosine,True,0.010000,3000,0.001000,0.748985,0.609776,0.665600,0.750579
Weighted cosine,True,0.010000,3000,0.001000,0.837912,0.507112,0.757500,0.844950
Unweighted cosine,True,0.010000,10000,0.001000,0.678831,0.694677,0.495400,0.696443
Weighted cosine,True,0.010000,10000,0.001000,0.827216,0.541056,0.737300,0.834921
Unweighted cosine,True,0.010000,30000,0.001000,0.644940,0.695065,0.495100,0.649924
Weighted cosine,True,0.010000,30000,0.001000,0.683888,0.698001,0.505900,0.694265
Unweighted cosine,False,0.010000,300,0.001000,0.833523,0.514555,0.750000,0.840177
Weighted cosine,False,0.010000,300,0.001000,0.838899,0.503762,0.762700,0.847160
Unweighted cosine,False,0.010000,1000,0.001000,0.830161,0.521812,0.751400,0.837158
Weighted cosine,False,0.010000,1000,0.001000,0.832516,0.512356,0.757500,0.842092
Unweighted cosine,False,0.010000,3000,0.001000,0.809213,0.531395,0.736700,0.818510
Weighted cosine,False,0.010000,3000,0.001000,0.819856,0.542140,0.738300,0.824182
Unweighted cosine,False,0.010000,10000,0.001000,0.823561,0.540846,0.739600,0.830663
Weighted cosine,False,0.010000,10000,0.001000,0.817813,0.538074,0.734100,0.824076
Unweighted cosine,False,0.010000,30000,0.001000,0.680590,0.688680,0.512200,0.681640
Weighted cosine,False,0.010000,30000,0.001000,0.811072,0.555829,0.727800,0.818851
Unweighted cosine,True,0.010000,300,0.001000,0.836309,0.521629,0.753700,0.846372
Weighted cosine,True,0.010000,300,0.001000,0.835046,0.507473,0.759600,0.845043
Unweighted cosine,True,0.010000,1000,0.001000,0.762247,0.637064,0.694900,0.762789
Weighted cosine,True,0.010000,1000,0.001000,0.834401,0.507670,0.759900,0.845266
Unweighted cosine,True,0.010000,3000,0.001000,0.802415,0.561061,0.713100,0.806088
Weighted cosine,True,0.010000,3000,0.001000,0.837705,0.510996,0.757300,0.847710
Unweighted cosine,True,0.010000,10000,0.001000,0.720072,0.647704,0.603900,0.732884
Weighted cosine,True,0.010000,10000,0.001000,0.833242,0.516485,0.752300,0.840378
Unweighted cosine,True,0.010000,30000,0.001000,0.701962,0.674976,0.527900,0.722357
Weighted cosine,True,0.010000,30000,0.001000,0.831209,0.529384,0.752900,0.839023
Unweighted cosine,False,0.010000,300,0.001000,0.836072,0.511593,0.754500,0.843625
Weighted cosine,False,0.010000,300,0.001000,0.836572,0.515900,0.755600,0.845548
Unweighted cosine,False,0.010000,1000,0.001000,0.828159,0.532238,0.742300,0.834994
Weighted cosine,False,0.010000,1000,0.001000,0.836232,0.512056,0.755300,0.845958
Unweighted cosine,False,0.010000,3000,0.001000,0.833696,0.528256,0.747400,0.839144
Weighted cosine,False,0.010000,3000,0.001000,0.827426,0.557756,0.735200,0.832643
Unweighted cosine,False,0.010000,10000,0.001000,0.824120,0.523425,0.744500,0.829674
Weighted cosine,False,0.010000,10000,0.001000,0.732241,0.623222,0.650900,0.736092
Unweighted cosine,False,0.010000,30000,0.001000,0.659273,0.690160,0.506000,0.671284
Weighted cosine,False,0.010000,30000,0.001000,0.817919,0.550404,0.733700,0.823384
Unweighted cosine,True,0.010000,300,0.001000,0.835613,0.496187,0.762700,0.843684
Weighted cosine,True,0.010000,300,0.001000,0.836491,0.508405,0.753500,0.845780
Unweighted cosine,True,0.010000,1000,0.001000,0.830622,0.516421,0.754500,0.841006
Weighted cosine,True,0.010000,1000,0.001000,0.837056,0.517467,0.750700,0.847512
Unweighted cosine,True,0.010000,3000,0.001000,0.658612,0.702590,0.495100,0.665963
Weighted cosine,True,0.010000,3000,0.001000,0.830589,0.525988,0.745000,0.838906
Unweighted cosine,True,0.010000,10000,0.001000,0.647822,0.694705,0.495100,0.651750
Weighted cosine,True,0.010000,10000,0.001000,0.760109,0.586460,0.691700,0.764293
Unweighted cosine,True,0.010000,30000,0.001000,0.660391,0.700528,0.495100,0.671188
Weighted cosine,True,0.010000,30000,0.001000,0.697602,0.685869,0.507100,0.701839
Unweighted cosine,False,0.010000,300,0.001000,0.833724,0.509336,0.752000,0.842193
Weighted cosine,False,0.010000,300,0.001000,0.829250,0.534850,0.742600,0.833649
Unweighted cosine,False,0.010000,1000,0.001000,0.835607,0.525118,0.753600,0.842176
Weighted cosine,False,0.010000,1000,0.001000,0.830720,0.509033,0.751300,0.836911
Unweighted cosine,False,0.010000,3000,0.001000,0.829612,0.504612,0.751700,0.835089
Weighted cosine,False,0.010000,3000,0.001000,0.830001,0.529256,0.745600,0.834050
Unweighted cosine,False,0.010000,10000,0.001000,0.836545,0.524188,0.751000,0.841206
Weighted cosine,False,0.010000,10000,0.001000,0.828391,0.530323,0.746200,0.835133
Unweighted cosine,False,0.010000,30000,0.001000,0.628822,0.693219,0.495100,0.622955
Weighted cosine,False,0.010000,30000,0.001000,0.822678,0.541961,0.743300,0.827486
Unweighted cosine,True,0.010000,300,0.001000,0.834592,0.511236,0.753200,0.845140
Weighted cosine,True,0.010000,300,0.001000,0.831453,0.516952,0.749600,0.839914
Unweighted cosine,True,0.010000,1000,0.001000,0.826554,0.531863,0.744900,0.833208
Weighted cosine,True,0.010000,1000,0.001000,0.832959,0.508437,0.755400,0.840737
Unweighted cosine,True,0.010000,3000,0.001000,0.728177,0.626183,0.659500,0.727554
Weighted cosine,True,0.010000,3000,0.001000,0.830109,0.535628,0.747300,0.837540
Unweighted cosine,True,0.010000,10000,0.001000,0.653035,0.699873,0.495100,0.638306
Weighted cosine,True,0.010000,10000,0.001000,0.834023,0.516156,0.755300,0.840572
Unweighted cosine,True,0.010000,30000,0.001000,0.672003,0.691670,0.495200,0.672345
Weighted cosine,True,0.010000,30000,0.001000,0.718062,0.672973,0.549100,0.721392
Unweighted cosine,False,0.010000,300,0.001000,0.824604,0.543087,0.739100,0.831840
Weighted cosine,False,0.010000,300,0.001000,0.828770,0.517573,0.748100,0.839638
Unweighted cosine,False,0.010000,1000,0.001000,0.830622,0.533185,0.747200,0.838392
Weighted cosine,False,0.010000,1000,0.001000,0.825206,0.524097,0.742600,0.832465
Unweighted cosine,False,0.010000,3000,0.001000,0.830213,0.525798,0.749800,0.838179
Weighted cosine,False,0.010000,3000,0.001000,0.822502,0.555850,0.734200,0.826838
Unweighted cosine,False,0.010000,10000,0.001000,0.822798,0.509833,0.752600,0.832852
Weighted cosine,False,0.010000,10000,0.001000,0.822464,0.538499,0.740800,0.827613
Unweighted cosine,False,0.010000,30000,0.001000,0.658779,0.686243,0.518900,0.665933
Weighted cosine,False,0.010000,30000,0.001000,0.823376,0.512469,0.750100,0.830878
Projection,False,0.010000,300,0.001000,0.836190,0.509873,0.756800,0.843709
Projection,False,0.010000,1000,0.001000,0.840979,0.511472,0.753300,0.847786
Projection,False,0.010000,3000,0.001000,0.836510,0.531037,0.750200,0.845352
Projection,False,0.010000,10000,0.001000,0.833332,0.500345,0.762000,0.843700
Projection,False,0.010000,30000,0.001000,0.836658,0.534607,0.743600,0.847321
Projection,False,0.010000,300,0.001000,0.838000,0.515537,0.754100,0.844763
Projection,False,0.010000,1000,0.001000,0.839044,0.505348,0.760800,0.848298
Projection,False,0.010000,3000,0.001000,0.837400,0.525629,0.747000,0.846302
Projection,False,0.010000,10000,0.001000,0.837297,0.502074,0.758100,0.845798
Projection,False,0.010000,30000,0.001000,0.832271,0.509295,0.755800,0.840627
Projection,False,0.010000,300,0.001000,0.830156,0.522673,0.746700,0.838144
Projection,False,0.010000,1000,0.001000,0.836567,0.511605,0.749800,0.845650
Projection,False,0.010000,3000,0.001000,0.837204,0.526942,0.748400,0.841304
Projection,False,0.010000,10000,0.001000,0.834288,0.501825,0.758200,0.836861
Projection,False,0.010000,30000,0.001000,0.833090,0.505915,0.752800,0.837398
Projection,False,0.010000,300,0.001000,0.837013,0.518227,0.750500,0.845845
Projection,False,0.010000,1000,0.001000,0.836542,0.496187,0.765400,0.848616
Projection,False,0.010000,3000,0.001000,0.836433,0.534973,0.750400,0.845097
Projection,False,0.010000,10000,0.001000,0.837334,0.509016,0.760000,0.840517
Projection,False,0.010000,30000,0.001000,0.836637,0.524875,0.748400,0.843380
Projection,False,0.010000,300,0.001000,0.831986,0.514845,0.753600,0.842772
Projection,False,0.010000,1000,0.001000,0.834248,0.514776,0.750300,0.840551
Projection,False,0.010000,3000,0.001000,0.836804,0.501213,0.761100,0.845137
Projection,False,0.010000,10000,0.001000,0.835795,0.532679,0.740400,0.840061
Projection,False,0.010000,30000,0.001000,0.834533,0.533139,0.738100,0.841458
Projection,False,0.010000,300,0.001000,0.838764,0.515056,0.750700,0.846512
Projection,False,0.010000,1000,0.001000,0.839235,0.515625,0.747800,0.845316
Projection,False,0.010000,3000,0.001000,0.836369,0.496674,0.759100,0.844437
Projection,False,0.010000,10000,0.001000,0.834370,0.502408,0.755300,0.839154
Projection,False,0.010000,30000,0.001000,0.833651,0.562864,0.730100,0.839185
Projection,False,0.010000,300,0.001000,0.835841,0.531807,0.745900,0.841561
Projection,False,0.010000,1000,0.001000,0.839367,0.516133,0.756000,0.846040
Projection,False,0.010000,3000,0.001000,0.840257,0.500903,0.758600,0.846769
Projection,False,0.010000,10000,0.001000,0.834888,0.494063,0.759500,0.840171
Projection,False,0.010000,30000,0.001000,0.836995,0.487233,0.764300,0.845857
Projection,False,0.010000,300,0.001000,0.836371,0.505882,0.757000,0.846947
Projection,False,0.010000,1000,0.001000,0.838458,0.507930,0.757900,0.845587
Projection,False,0.010000,3000,0.001000,0.837073,0.492526,0.765600,0.847242
Projection,False,0.010000,10000,0.001000,0.835854,0.492659,0.768400,0.846595
Projection,False,0.010000,30000,0.001000,0.836379,0.497469,0.758900,0.844654
Projection,False,0.010000,300,0.001000,0.838840,0.530034,0.745000,0.843334
Projection,False,0.010000,1000,0.001000,0.841619,0.506206,0.761100,0.848640
Projection,False,0.010000,3000,0.001000,0.839479,0.512501,0.754200,0.847622
Projection,False,0.010000,10000,0.001000,0.833970,0.515920,0.755900,0.837461
Projection,False,0.010000,30000,0.001000,0.836172,0.550835,0.740300,0.840257
Projection,False,0.010000,300,0.001000,0.835763,0.543195,0.741400,0.841861
Projection,False,0.010000,1000,0.001000,0.833912,0.512221,0.756300,0.845502
Projection,False,0.010000,3000,0.001000,0.833890,0.517910,0.753800,0.844103
Projection,False,0.010000,10000,0.001000,0.834124,0.507666,0.759600,0.843102
Projection,False,0.010000,30000,0.001000,0.825001,0.538920,0.738100,0.831136
