lam,alpha,mode,run,accuracy
0.03,0.01,Projection,31,0.85
0.03,0.01,Unweighted,31,0.85625
0.03,0.01,Weighted,31,0.85859375
0.03,1.0,Multitask,31,0.85
0.03,1.0,Orthogonal,31,0.8515625
0.03,1.0,Projection,31,0.85
0.03,1.0,Unweighted,31,0.853125
0.03,1.0,Weighted,31,0.8546875
0.0,1.0,Single task,31,0.85
0.1,0.01,Orthogonal,31,0.8546875
0.1,0.01,Projection,31,0.85625
0.1,0.01,Unweighted,31,0.85234375
0.1,0.01,Weighted,31,0.8578125
0.1,1.0,Multitask,31,0.86015625
0.1,1.0,Orthogonal,31,0.8578125
0.1,1.0,Projection,31,0.859375
0.1,1.0,Unweighted,31,0.859375
0.1,1.0,Weighted,31,0.8578125
0.3,0.01,Orthogonal,31,0.86328125
0.3,0.01,Projection,31,0.86328125
0.3,0.01,Unweighted,31,0.853125
0.3,0.01,Weighted,31,0.85703125
0.3,1.0,Multitask,31,0.8609375
0.3,1.0,Orthogonal,31,0.8671875
0.3,1.0,Projection,31,0.85703125
0.3,1.0,Unweighted,31,0.8609375
0.3,1.0,Weighted,31,0.85390625
1.0,0.01,Orthogonal,31,0.8765625
1.0,0.01,Projection,31,0.87421875
1.0,0.01,Unweighted,31,0.85703125
1.0,0.01,Weighted,31,0.853125
1.0,1.0,Multitask,31,0.8625
1.0,1.0,Orthogonal,31,0.8734375
1.0,1.0,Projection,31,0.86875
1.0,1.0,Unweighted,31,0.8734375
1.0,1.0,Weighted,31,0.87421875
10.0,0.01,Orthogonal,31,0.8625
10.0,0.01,Projection,31,0.8546875
10.0,0.01,Unweighted,31,0.86328125
10.0,0.01,Weighted,31,0.86484375
10.0,1.0,Multitask,31,0.84765625
10.0,1.0,Orthogonal,31,0.8578125
10.0,1.0,Projection,31,0.8578125
10.0,1.0,Unweighted,31,0.8515625
10.0,1.0,Weighted,31,0.8578125
100.0,0.01,Orthogonal,31,0.82734375
100.0,0.01,Projection,31,0.840625
100.0,0.01,Unweighted,31,0.8671875
100.0,0.01,Weighted,31,0.86171875
100.0,1.0,Multitask,31,0.821875
100.0,1.0,Orthogonal,31,0.53125
100.0,1.0,Projection,31,0.83515625
100.0,1.0,Unweighted,31,0.84140625
100.0,1.0,Weighted,31,0.82421875
3.0,0.01,Orthogonal,31,0.86953125
3.0,0.01,Projection,31,0.86640625
3.0,0.01,Unweighted,31,0.8625
3.0,0.01,Weighted,31,0.8671875
3.0,1.0,Multitask,31,0.86484375
3.0,1.0,Orthogonal,31,0.8484375
3.0,1.0,Projection,31,0.871875
3.0,1.0,Unweighted,31,0.859375
3.0,1.0,Weighted,31,0.865625
30.0,0.01,Orthogonal,31,0.82734375
30.0,0.01,Projection,31,0.85625
30.0,0.01,Unweighted,31,0.8546875
30.0,0.01,Weighted,31,0.8609375
30.0,1.0,Multitask,31,0.84609375
30.0,1.0,Orthogonal,31,0.80546875
30.0,1.0,Projection,31,0.840625
30.0,1.0,Unweighted,31,0.84140625
30.0,1.0,Weighted,31,0.85234375
0.01,0.01,Orthogonal,32,0.8546875
0.01,0.01,Projection,32,0.85546875
0.01,0.01,Unweighted,32,0.853125
0.01,0.01,Weighted,32,0.853125
0.01,1.0,Multitask,32,0.85546875
0.01,1.0,Orthogonal,32,0.8546875
0.01,1.0,Projection,32,0.85546875
0.01,1.0,Unweighted,32,0.85546875
0.01,1.0,Weighted,32,0.853125
0.03,0.01,Orthogonal,32,0.85703125
0.03,0.01,Projection,32,0.85703125
0.03,0.01,Unweighted,32,0.85703125
0.03,0.01,Weighted,32,0.85390625
0.03,1.0,Multitask,32,0.85625
0.03,1.0,Orthogonal,32,0.8578125
0.03,1.0,Projection,32,0.85625
0.03,1.0,Unweighted,32,0.8609375
0.03,1.0,Weighted,32,0.8546875
0.0,1.0,Single task,32,0.853125
0.1,0.01,Orthogonal,32,0.8625
0.1,0.01,Projection,32,0.86328125
0.1,0.01,Unweighted,32,0.8546875
0.1,0.01,Weighted,32,0.8578125
0.1,1.0,Multitask,32,0.86015625
0.1,1.0,Orthogonal,32,0.8609375
0.1,1.0,Projection,32,0.8609375
0.1,1.0,Unweighted,32,0.86015625
0.1,1.0,Weighted,32,0.85546875
0.3,0.01,Orthogonal,32,0.85625
0.3,0.01,Projection,32,0.85546875
0.3,0.01,Unweighted,32,0.853125
0.3,0.01,Weighted,32,0.853125
0.3,1.0,Multitask,32,0.8640625
0.3,1.0,Orthogonal,32,0.86484375
0.3,1.0,Projection,32,0.8640625
0.3,1.0,Unweighted,32,0.86640625
0.3,1.0,Weighted,32,0.8578125
1.0,0.01,Orthogonal,32,0.86875
1.0,0.01,Projection,32,0.86484375
1.0,0.01,Unweighted,32,0.85078125
1.0,0.01,Weighted,32,0.859375
1.0,1.0,Multitask,32,0.8671875
1.0,1.0,Orthogonal,32,0.859375
1.0,1.0,Projection,32,0.8578125
1.0,1.0,Unweighted,32,0.86328125
1.0,1.0,Weighted,32,0.8578125
10.0,0.01,Orthogonal,32,0.8546875
10.0,0.01,Projection,32,0.86640625
10.0,0.01,Unweighted,32,0.86328125
10.0,0.01,Weighted,32,0.85390625
10.0,1.0,Multitask,32,0.84296875
10.0,1.0,Orthogonal,32,0.8640625
10.0,1.0,Projection,32,0.83984375
10.0,1.0,Unweighted,32,0.83515625
10.0,1.0,Weighted,32,0.853125
100.0,0.01,Orthogonal,32,0.81875
100.0,0.01,Projection,32,0.81953125
100.0,0.01,Unweighted,32,0.8609375
100.0,0.01,Weighted,32,0.85703125
100.0,1.0,Multitask,32,0.81875
100.0,1.0,Orthogonal,32,0.60390625
100.0,1.0,Projection,32,0.8265625
100.0,1.0,Unweighted,32,0.81640625
100.0,1.0,Weighted,32,0.84765625
3.0,0.01,Orthogonal,32,0.86875
3.0,0.01,Projection,32,0.871875
3.0,0.01,Unweighted,32,0.8625
3.0,0.01,Weighted,32,0.85
3.0,1.0,Multitask,32,0.865625
3.0,1.0,Orthogonal,32,0.8578125
3.0,1.0,Projection,32,0.8625
3.0,1.0,Unweighted,32,0.85859375
3.0,1.0,Weighted,32,0.865625
30.0,0.01,Orthogonal,32,0.834375
30.0,0.01,Projection,32,0.83984375
30.0,0.01,Unweighted,32,0.8625
30.0,0.01,Weighted,32,0.865625
30.0,1.0,Multitask,32,0.8375
30.0,1.0,Orthogonal,32,0.8296875
30.0,1.0,Projection,32,0.834375
30.0,1.0,Unweighted,32,0.83515625
30.0,1.0,Weighted,32,0.859375
0.01,0.01,Orthogonal,33,0.8609375
0.01,0.01,Projection,33,0.86015625
0.01,0.01,Unweighted,33,0.86015625
0.01,0.01,Weighted,33,0.85859375
0.01,1.0,Multitask,33,0.86171875
0.01,1.0,Orthogonal,33,0.86171875
0.01,1.0,Projection,33,0.86171875
0.01,1.0,Unweighted,33,0.86015625
0.01,1.0,Weighted,33,0.85859375
0.03,0.01,Orthogonal,33,0.86015625
0.03,0.01,Projection,33,0.859375
0.03,0.01,Unweighted,33,0.85625
0.03,0.01,Weighted,33,0.8578125
0.03,1.0,Multitask,33,0.859375
0.03,1.0,Orthogonal,33,0.85859375
0.03,1.0,Projection,33,0.859375
0.03,1.0,Unweighted,33,0.8578125
0.03,1.0,Weighted,33,0.85859375
0.0,1.0,Single task,33,0.859375
0.1,0.01,Orthogonal,33,0.8625
0.1,0.01,Projection,33,0.8640625
0.1,0.01,Unweighted,33,0.859375
0.1,0.01,Weighted,33,0.8578125
0.1,1.0,Multitask,33,0.865625
0.1,1.0,Orthogonal,33,0.86640625
0.1,1.0,Projection,33,0.86484375
0.1,1.0,Unweighted,33,0.86484375
0.1,1.0,Weighted,33,0.8609375
0.3,0.01,Orthogonal,33,0.86484375
0.3,0.01,Projection,33,0.8640625
0.3,0.01,Unweighted,33,0.86171875
0.3,0.01,Weighted,33,0.8609375
0.3,1.0,Multitask,33,0.86328125
0.3,1.0,Orthogonal,33,0.86875
0.3,1.0,Projection,33,0.8625
0.3,1.0,Unweighted,33,0.8671875
0.3,1.0,Weighted,33,0.865625
1.0,0.01,Orthogonal,33,0.8671875
1.0,0.01,Projection,33,0.865625
1.0,0.01,Unweighted,33,0.84921875
1.0,0.01,Weighted,33,0.8578125
1.0,1.0,Multitask,33,0.86328125
1.0,1.0,Orthogonal,33,0.8703125
1.0,1.0,Projection,33,0.86796875
1.0,1.0,Unweighted,33,0.859375
1.0,1.0,Weighted,33,0.85859375
10.0,0.01,Orthogonal,33,0.87109375
10.0,0.01,Projection,33,0.86796875
10.0,0.01,Unweighted,33,0.86640625
10.0,0.01,Weighted,33,0.8515625
10.0,1.0,Multitask,33,0.853125
10.0,1.0,Orthogonal,33,0.8609375
10.0,1.0,Projection,33,0.859375
10.0,1.0,Unweighted,33,0.8625
10.0,1.0,Weighted,33,0.8734375
100.0,0.01,Orthogonal,33,0.825
100.0,0.01,Projection,33,0.85859375
100.0,0.01,Unweighted,33,0.86328125
100.0,0.01,Weighted,33,0.85859375
100.0,1.0,Multitask,33,0.83515625
100.0,1.0,Orthogonal,33,0.5765625
100.0,1.0,Projection,33,0.83046875
100.0,1.0,Unweighted,33,0.8484375
100.0,1.0,Weighted,33,0.8328125
3.0,0.01,Orthogonal,33,0.8734375
3.0,0.01,Projection,33,0.86015625
3.0,0.01,Unweighted,33,0.8484375
3.0,0.01,Weighted,33,0.86015625
3.0,1.0,Multitask,33,0.86328125
3.0,1.0,Orthogonal,33,0.85703125
3.0,1.0,Projection,33,0.86796875
3.0,1.0,Unweighted,33,0.85546875
3.0,1.0,Weighted,33,0.85703125
30.0,0.01,Orthogonal,33,0.82890625
30.0,0.01,Projection,33,0.8578125
30.0,0.01,Unweighted,33,0.86171875
30.0,0.01,Weighted,33,0.85625
30.0,1.0,Multitask,33,0.8515625
30.0,1.0,Orthogonal,33,0.584375
30.0,1.0,Projection,33,0.84609375
30.0,1.0,Unweighted,33,0.84609375
30.0,1.0,Weighted,33,0.8625
0.01,0.01,Orthogonal,34,0.85859375
0.01,0.01,Projection,34,0.8578125
0.01,0.01,Unweighted,34,0.8578125
0.01,0.01,Weighted,34,0.8546875
0.01,1.0,Multitask,34,0.85859375
0.01,1.0,Orthogonal,34,0.85859375
0.01,1.0,Projection,34,0.85859375
0.01,1.0,Unweighted,34,0.85859375
0.01,1.0,Weighted,34,0.853125
0.03,0.01,Orthogonal,34,0.85703125
0.03,0.01,Projection,34,0.85625
0.03,0.01,Unweighted,34,0.85703125
0.03,0.01,Weighted,34,0.8578125
0.03,1.0,Multitask,34,0.85703125
0.03,1.0,Orthogonal,34,0.85859375
0.03,1.0,Projection,34,0.8578125
0.03,1.0,Unweighted,34,0.8609375
0.03,1.0,Weighted,34,0.86015625
0.0,1.0,Single task,34,0.85546875
0.1,0.01,Orthogonal,34,0.86328125
0.1,0.01,Projection,34,0.86484375
0.1,0.01,Unweighted,34,0.86328125
0.1,0.01,Weighted,34,0.86171875
0.1,1.0,Multitask,34,0.859375
0.1,1.0,Orthogonal,34,0.859375
0.1,1.0,Projection,34,0.859375
0.1,1.0,Unweighted,34,0.86015625
0.1,1.0,Weighted,34,0.8609375
0.3,0.01,Orthogonal,34,0.86953125
0.3,0.01,Projection,34,0.86875
0.3,0.01,Unweighted,34,0.85859375
0.3,0.01,Weighted,34,0.86328125
0.3,1.0,Multitask,34,0.86484375
0.3,1.0,Orthogonal,34,0.87109375
0.3,1.0,Projection,34,0.865625
0.3,1.0,Unweighted,34,0.86484375
0.3,1.0,Weighted,34,0.86796875
1.0,0.01,Orthogonal,34,0.871875
1.0,0.01,Projection,34,0.86484375
1.0,0.01,Unweighted,34,0.85703125
1.0,0.01,Weighted,34,0.8609375
1.0,1.0,Multitask,34,0.871875
1.0,1.0,Orthogonal,34,0.86640625
1.0,1.0,Projection,34,0.86875
1.0,1.0,Unweighted,34,0.8765625
1.0,1.0,Weighted,34,0.86015625
10.0,0.01,Orthogonal,34,0.85390625
10.0,0.01,Projection,34,0.8640625
10.0,0.01,Unweighted,34,0.86171875
10.0,0.01,Weighted,34,0.8578125
10.0,1.0,Multitask,34,0.84609375
10.0,1.0,Orthogonal,34,0.853125
10.0,1.0,Projection,34,0.84609375
10.0,1.0,Unweighted,34,0.846875
10.0,1.0,Weighted,34,0.86796875
100.0,0.01,Orthogonal,34,0.84140625
100.0,0.01,Projection,34,0.84375
100.0,0.01,Unweighted,34,0.8625
100.0,0.01,Weighted,34,0.8609375
100.0,1.0,Multitask,34,0.8359375
100.0,1.0,Orthogonal,34,0.5765625
100.0,1.0,Projection,34,0.83671875
100.0,1.0,Unweighted,34,0.825
100.0,1.0,Weighted,34,0.84296875
3.0,0.01,Orthogonal,34,0.8703125
3.0,0.01,Projection,34,0.8703125
3.0,0.01,Unweighted,34,0.85859375
3.0,0.01,Weighted,34,0.86953125
3.0,1.0,Multitask,34,0.86015625
3.0,1.0,Orthogonal,34,0.84375
3.0,1.0,Projection,34,0.86171875
3.0,1.0,Unweighted,34,0.8625
3.0,1.0,Weighted,34,0.8796875
30.0,0.01,Orthogonal,34,0.83671875
30.0,0.01,Projection,34,0.85
30.0,0.01,Unweighted,34,0.8609375
30.0,0.01,Weighted,34,0.8640625
30.0,1.0,Multitask,34,0.84375
30.0,1.0,Orthogonal,34,0.81875
30.0,1.0,Projection,34,0.8390625
30.0,1.0,Unweighted,34,0.83515625
30.0,1.0,Weighted,34,0.85390625
0.01,0.01,Orthogonal,35,0.865625
0.01,0.01,Projection,35,0.865625
0.01,0.01,Unweighted,35,0.8640625
0.01,0.01,Weighted,35,0.865625
0.01,1.0,Multitask,35,0.86328125
0.01,1.0,Orthogonal,35,0.86328125
0.01,1.0,Projection,35,0.86328125
0.01,1.0,Unweighted,35,0.8625
0.01,1.0,Weighted,35,0.865625
0.03,0.01,Orthogonal,35,0.85703125
0.03,0.01,Projection,35,0.85859375
0.03,0.01,Unweighted,35,0.85859375
0.03,0.01,Weighted,35,0.8640625
0.03,1.0,Multitask,35,0.8625
0.03,1.0,Orthogonal,35,0.8625
0.03,1.0,Projection,35,0.86171875
0.03,1.0,Unweighted,35,0.8625
0.03,1.0,Weighted,35,0.8640625
0.0,1.0,Single task,35,0.86640625
0.1,0.01,Orthogonal,35,0.865625
0.1,0.01,Projection,35,0.8640625
0.1,0.01,Unweighted,35,0.8609375
0.1,0.01,Weighted,35,0.85859375
0.1,1.0,Multitask,35,0.86875
0.1,1.0,Orthogonal,35,0.86953125
0.1,1.0,Projection,35,0.86953125
0.1,1.0,Unweighted,35,0.86484375
0.1,1.0,Weighted,35,0.8578125
0.3,0.01,Orthogonal,35,0.865625
0.3,0.01,Projection,35,0.8671875
0.3,0.01,Unweighted,35,0.85625
0.3,0.01,Weighted,35,0.8625
0.3,1.0,Multitask,35,0.86328125
0.3,1.0,Orthogonal,35,0.8609375
0.3,1.0,Projection,35,0.8625
0.3,1.0,Unweighted,35,0.86484375
0.3,1.0,Weighted,35,0.8640625
1.0,0.01,Orthogonal,35,0.871875
1.0,0.01,Projection,35,0.86875
1.0,0.01,Unweighted,35,0.8515625
1.0,0.01,Weighted,35,0.85859375
1.0,1.0,Multitask,35,0.8609375
1.0,1.0,Orthogonal,35,0.86484375
1.0,1.0,Projection,35,0.86953125
1.0,1.0,Unweighted,35,0.8703125
1.0,1.0,Weighted,35,0.8671875
10.0,0.01,Orthogonal,35,0.86875
10.0,0.01,Projection,35,0.859375
10.0,0.01,Unweighted,35,0.85703125
10.0,0.01,Weighted,35,0.85859375
10.0,1.0,Multitask,35,0.8515625
10.0,1.0,Orthogonal,35,0.8578125
10.0,1.0,Projection,35,0.846875
10.0,1.0,Unweighted,35,0.8484375
10.0,1.0,Weighted,35,0.86484375
100.0,0.01,Orthogonal,35,0.840625
100.0,0.01,Projection,35,0.85078125
100.0,0.01,Unweighted,35,0.85546875
100.0,0.01,Weighted,35,0.8640625
100.0,1.0,Multitask,35,0.8390625
100.0,1.0,Orthogonal,35,0.58984375
100.0,1.0,Projection,35,0.83984375
100.0,1.0,Unweighted,35,0.81015625
100.0,1.0,Weighted,35,0.84296875
3.0,0.01,Orthogonal,35,0.86640625
3.0,0.01,Projection,35,0.86640625
3.0,0.01,Unweighted,35,0.86484375
3.0,0.01,Weighted,35,0.8640625
3.0,1.0,Multitask,35,0.859375
3.0,1.0,Orthogonal,35,0.85234375
3.0,1.0,Projection,35,0.8625
3.0,1.0,Unweighted,35,0.86328125
3.0,1.0,Weighted,35,0.87265625
30.0,0.01,Orthogonal,35,0.840625
30.0,0.01,Projection,35,0.85625
30.0,0.01,Unweighted,35,0.8640625
30.0,0.01,Weighted,35,0.8625
30.0,1.0,Multitask,35,0.8484375
30.0,1.0,Orthogonal,35,0.61328125
30.0,1.0,Projection,35,0.846875
30.0,1.0,Unweighted,35,0.8375
30.0,1.0,Weighted,35,0.8578125
0.01,0.01,Orthogonal,36,0.85625
0.01,0.01,Projection,36,0.859375
0.01,0.01,Unweighted,36,0.85859375
0.01,0.01,Weighted,36,0.8578125
0.01,1.0,Multitask,36,0.86015625
0.01,1.0,Orthogonal,36,0.85625
0.01,1.0,Projection,36,0.86015625
0.01,1.0,Unweighted,36,0.85625
0.01,1.0,Weighted,36,0.85390625
0.03,0.01,Orthogonal,36,0.85859375
0.03,0.01,Projection,36,0.85703125
0.03,0.01,Unweighted,36,0.85625
0.03,0.01,Weighted,36,0.85859375
0.03,1.0,Multitask,36,0.859375
0.03,1.0,Orthogonal,36,0.85703125
0.03,1.0,Projection,36,0.859375
0.03,1.0,Unweighted,36,0.85703125
0.03,1.0,Weighted,36,0.85625
0.0,1.0,Single task,36,0.85703125
0.1,0.01,Orthogonal,36,0.8546875
0.1,0.01,Projection,36,0.8546875
0.1,0.01,Unweighted,36,0.85625
0.1,0.01,Weighted,36,0.8578125
0.1,1.0,Multitask,36,0.85859375
0.1,1.0,Orthogonal,36,0.85859375
0.1,1.0,Projection,36,0.859375
0.1,1.0,Unweighted,36,0.8578125
0.1,1.0,Weighted,36,0.85703125
0.3,0.01,Orthogonal,36,0.8625
0.3,0.01,Projection,36,0.865625
0.3,0.01,Unweighted,36,0.85703125
0.3,0.01,Weighted,36,0.85625
0.3,1.0,Multitask,36,0.85859375
0.3,1.0,Orthogonal,36,0.86875
0.3,1.0,Projection,36,0.86015625
0.3,1.0,Unweighted,36,0.8609375
0.3,1.0,Weighted,36,0.853125
1.0,0.01,Orthogonal,36,0.86875
1.0,0.01,Projection,36,0.86953125
1.0,0.01,Unweighted,36,0.86640625
1.0,0.01,Weighted,36,0.8578125
1.0,1.0,Multitask,36,0.8703125
1.0,1.0,Orthogonal,36,0.859375
1.0,1.0,Projection,36,0.875
1.0,1.0,Unweighted,36,0.87109375
1.0,1.0,Weighted,36,0.86171875
10.0,0.01,Orthogonal,36,0.87109375
10.0,0.01,Projection,36,0.853125
10.0,0.01,Unweighted,36,0.8578125
10.0,0.01,Weighted,36,0.85
10.0,1.0,Multitask,36,0.8453125
10.0,1.0,Orthogonal,36,0.8578125
10.0,1.0,Projection,36,0.83828125
10.0,1.0,Unweighted,36,0.8484375
10.0,1.0,Weighted,36,0.86875
100.0,0.01,Orthogonal,36,0.84140625
100.0,0.01,Projection,36,0.8453125
100.0,0.01,Unweighted,36,0.85859375
100.0,0.01,Weighted,36,0.8515625
100.0,1.0,Multitask,36,0.834375
100.0,1.0,Orthogonal,36,0.5515625
100.0,1.0,Projection,36,0.8375
100.0,1.0,Unweighted,36,0.828125
100.0,1.0,Weighted,36,0.85078125
3.0,0.01,Orthogonal,36,0.87421875
3.0,0.01,Projection,36,0.86015625
3.0,0.01,Unweighted,36,0.85859375
3.0,0.01,Weighted,36,0.8578125
3.0,1.0,Multitask,36,0.8625
3.0,1.0,Orthogonal,36,0.85859375
3.0,1.0,Projection,36,0.87265625
3.0,1.0,Unweighted,36,0.86953125
3.0,1.0,Weighted,36,0.86171875
30.0,0.01,Orthogonal,36,0.83984375
30.0,0.01,Projection,36,0.84609375
30.0,0.01,Unweighted,36,0.859375
30.0,0.01,Weighted,36,0.85625
30.0,1.0,Multitask,36,0.8375
30.0,1.0,Orthogonal,36,0.83203125
30.0,1.0,Projection,36,0.834375
30.0,1.0,Unweighted,36,0.83203125
30.0,1.0,Weighted,36,0.84609375
0.01,0.01,Orthogonal,37,0.8578125
0.01,0.01,Projection,37,0.8578125
0.01,0.01,Unweighted,37,0.8578125
0.01,0.01,Weighted,37,0.86015625
0.01,1.0,Multitask,37,0.8578125
0.01,1.0,Orthogonal,37,0.85859375
0.01,1.0,Projection,37,0.85859375
0.01,1.0,Unweighted,37,0.8578125
0.01,1.0,Weighted,37,0.8578125
0.03,0.01,Orthogonal,37,0.86015625
0.03,0.01,Projection,37,0.86015625
0.03,0.01,Unweighted,37,0.86015625
0.03,0.01,Weighted,37,0.859375
0.03,1.0,Multitask,37,0.86328125
0.03,1.0,Orthogonal,37,0.86015625
0.03,1.0,Projection,37,0.86484375
0.03,1.0,Unweighted,37,0.8546875
0.03,1.0,Weighted,37,0.85859375
0.0,1.0,Single task,37,0.859375
0.1,0.01,Orthogonal,37,0.8625
0.1,0.01,Projection,37,0.86171875
0.1,0.01,Unweighted,37,0.8625
0.1,0.01,Weighted,37,0.8609375
0.1,1.0,Multitask,37,0.86015625
0.1,1.0,Orthogonal,37,0.85703125
0.1,1.0,Projection,37,0.86015625
0.1,1.0,Unweighted,37,0.85625
0.1,1.0,Weighted,37,0.859375
0.3,0.01,Orthogonal,37,0.8625
0.3,0.01,Projection,37,0.8609375
0.3,0.01,Unweighted,37,0.85625
0.3,0.01,Weighted,37,0.8578125
0.3,1.0,Multitask,37,0.86328125
0.3,1.0,Orthogonal,37,0.86171875
0.3,1.0,Projection,37,0.86953125
0.3,1.0,Unweighted,37,0.86796875
0.3,1.0,Weighted,37,0.859375
1.0,0.01,Orthogonal,37,0.86875
1.0,0.01,Projection,37,0.87109375
1.0,0.01,Unweighted,37,0.85546875
1.0,0.01,Weighted,37,0.85234375
1.0,1.0,Multitask,37,0.871875
1.0,1.0,Orthogonal,37,0.87421875
1.0,1.0,Projection,37,0.86796875
1.0,1.0,Unweighted,37,0.865625
1.0,1.0,Weighted,37,0.86328125
10.0,0.01,Orthogonal,37,0.86484375
10.0,0.01,Projection,37,0.86875
10.0,0.01,Unweighted,37,0.8546875
10.0,0.01,Weighted,37,0.8484375
10.0,1.0,Multitask,37,0.85546875
10.0,1.0,Orthogonal,37,0.85859375
10.0,1.0,Projection,37,0.8515625
10.0,1.0,Unweighted,37,0.859375
10.0,1.0,Weighted,37,0.8609375
100.0,0.01,Orthogonal,37,0.83359375
100.0,0.01,Projection,37,0.84609375
100.0,0.01,Unweighted,37,0.85859375
100.0,0.01,Weighted,37,0.8609375
100.0,1.0,Multitask,37,0.84921875
100.0,1.0,Orthogonal,37,0.5625
100.0,1.0,Projection,37,0.83046875
100.0,1.0,Unweighted,37,0.82734375
100.0,1.0,Weighted,37,0.85859375
3.0,0.01,Orthogonal,37,0.87421875
3.0,0.01,Projection,37,0.871875
3.0,0.01,Unweighted,37,0.85
3.0,0.01,Weighted,37,0.85859375
3.0,1.0,Multitask,37,0.86015625
3.0,1.0,Orthogonal,37,0.8453125
3.0,1.0,Projection,37,0.86015625
3.0,1.0,Unweighted,37,0.86875
3.0,1.0,Weighted,37,0.8734375
30.0,0.01,Orthogonal,37,0.834375
30.0,0.01,Projection,37,0.85
30.0,0.01,Unweighted,37,0.85390625
30.0,0.01,Weighted,37,0.85703125
30.0,1.0,Multitask,37,0.84375
30.0,1.0,Orthogonal,37,0.80859375
30.0,1.0,Projection,37,0.84921875
30.0,1.0,Unweighted,37,0.84375
30.0,1.0,Weighted,37,0.86640625
0.01,0.01,Orthogonal,38,0.85859375
0.01,0.01,Projection,38,0.85859375
0.01,0.01,Unweighted,38,0.86328125
0.01,0.01,Weighted,38,0.86171875
0.01,1.0,Multitask,38,0.859375
0.01,1.0,Orthogonal,38,0.85859375
0.01,1.0,Projection,38,0.85859375
0.01,1.0,Unweighted,38,0.86328125
0.01,1.0,Weighted,38,0.86171875
0.03,0.01,Orthogonal,38,0.86640625
0.03,0.01,Projection,38,0.865625
0.03,0.01,Unweighted,38,0.86328125
0.03,0.01,Weighted,38,0.8625
0.03,1.0,Multitask,38,0.8625
0.03,1.0,Orthogonal,38,0.8625
0.03,1.0,Projection,38,0.86328125
0.03,1.0,Unweighted,38,0.86015625
0.03,1.0,Weighted,38,0.86171875
0.0,1.0,Single task,38,0.86015625
0.1,0.01,Orthogonal,38,0.86640625
0.1,0.01,Projection,38,0.86640625
0.1,0.01,Unweighted,38,0.8578125
0.1,0.01,Weighted,38,0.859375
0.1,1.0,Multitask,38,0.86875
0.1,1.0,Orthogonal,38,0.8671875
0.1,1.0,Projection,38,0.86875
0.1,1.0,Unweighted,38,0.86953125
0.1,1.0,Weighted,38,0.859375
0.3,0.01,Orthogonal,38,0.865625
0.3,0.01,Projection,38,0.86640625
0.3,0.01,Unweighted,38,0.85625
0.3,0.01,Weighted,38,0.85703125
0.3,1.0,Multitask,38,0.87421875
0.3,1.0,Orthogonal,38,0.87265625
0.3,1.0,Projection,38,0.871875
0.3,1.0,Unweighted,38,0.87109375
0.3,1.0,Weighted,38,0.8625
1.0,0.01,Orthogonal,38,0.8734375
1.0,0.01,Projection,38,0.86640625
1.0,0.01,Unweighted,38,0.8546875
1.0,0.01,Weighted,38,0.8578125
1.0,1.0,Multitask,38,0.8734375
1.0,1.0,Orthogonal,38,0.86953125
1.0,1.0,Projection,38,0.87109375
1.0,1.0,Unweighted,38,0.86796875
1.0,1.0,Weighted,38,0.871875
10.0,0.01,Orthogonal,38,0.8703125
10.0,0.01,Projection,38,0.86640625
10.0,0.01,Unweighted,38,0.85546875
10.0,0.01,Weighted,38,0.8578125
10.0,1.0,Multitask,38,0.84375
10.0,1.0,Orthogonal,38,0.8625
10.0,1.0,Projection,38,0.84296875
10.0,1.0,Unweighted,38,0.84921875
10.0,1.0,Weighted,38,0.86640625
100.0,0.01,Orthogonal,38,0.83828125
100.0,0.01,Projection,38,0.85
100.0,0.01,Unweighted,38,0.86875
100.0,0.01,Weighted,38,0.85859375
100.0,1.0,Multitask,38,0.8375
100.0,1.0,Orthogonal,38,0.559375
100.0,1.0,Projection,38,0.84140625
100.0,1.0,Unweighted,38,0.8265625
100.0,1.0,Weighted,38,0.83671875
3.0,0.01,Orthogonal,38,0.86875
3.0,0.01,Projection,38,0.87578125
3.0,0.01,Unweighted,38,0.846875
3.0,0.01,Weighted,38,0.8546875
3.0,1.0,Multitask,38,0.86953125
3.0,1.0,Orthogonal,38,0.87109375
3.0,1.0,Projection,38,0.875
3.0,1.0,Unweighted,38,0.8609375
3.0,1.0,Weighted,38,0.8765625
30.0,0.01,Orthogonal,38,0.84453125
30.0,0.01,Projection,38,0.85078125
30.0,0.01,Unweighted,38,0.8578125
30.0,0.01,Weighted,38,0.85703125
30.0,1.0,Multitask,38,0.84140625
30.0,1.0,Orthogonal,38,0.8296875
30.0,1.0,Projection,38,0.8296875
30.0,1.0,Unweighted,38,0.84453125
30.0,1.0,Weighted,38,0.8640625
0.01,0.01,Orthogonal,39,0.86171875
0.01,0.01,Projection,39,0.8609375
0.01,0.01,Unweighted,39,0.859375
0.01,0.01,Weighted,39,0.85859375
0.01,1.0,Multitask,39,0.8609375
0.01,1.0,Orthogonal,39,0.86171875
0.01,1.0,Projection,39,0.8609375
0.01,1.0,Unweighted,39,0.86171875
0.01,1.0,Weighted,39,0.85859375
0.03,0.01,Orthogonal,39,0.8625
0.03,0.01,Projection,39,0.8625
0.03,0.01,Unweighted,39,0.8625
0.03,0.01,Weighted,39,0.8609375
0.03,1.0,Multitask,39,0.8609375
0.03,1.0,Orthogonal,39,0.86328125
0.03,1.0,Projection,39,0.8609375
